Serial number,Wave,Master_Id,TOM,BUMO,Previous_Master_Id,Previous_Master_Brand,Switch_Status,P3M,Consideration,Total_Spontanoues,Total_aided_awareness,P4W
1059,2025,500,0,0,,,,0,0,0,0,0
1059,2025,600,0,0,,,,0,0,0,0,0
1059,2025,700,0,0,,,,0,0,0,0,0
1060,2025,100,0,0,,,,0,1,1,1,0
1060,2025,200,0,0,,,,0,0,1,1,0
1060,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1060,2025,400,0,0,,,,0,0,0,1,0
1060,2025,500,0,0,,,,0,1,0,1,0
1060,2025,600,0,0,,,,0,0,0,1,0
1060,2025,700,0,0,,,,0,0,0,1,0
1061,2025,100,0,0,,,,0,1,1,1,0
1061,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1061,2025,300,0,0,,,,1,1,1,1,0
1061,2025,400,0,0,,,,1,1,0,1,1
1061,2025,500,0,0,,,,0,0,0,1,0
1061,2025,600,0,0,,,,0,0,0,1,0
1061,2025,700,0,0,,,,0,0,0,1,0
1062,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1062,2025,200,0,0,,,,1,1,1,1,1
1062,2025,300,0,0,,,,0,0,0,1,0
1062,2025,400,0,0,,,,0,0,0,1,0
1062,2025,500,0,0,,,,0,0,0,0,0
1062,2025,600,0,0,,,,0,0,0,0,0
1062,2025,700,0,0,,,,0,0,0,0,0
1063,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1063,2025,200,0,0,,,,1,1,1,1,1
1063,2025,300,0,0,,,,0,1,0,1,0
1063,2025,400,0,0,,,,0,0,1,1,0
1063,2025,500,0,0,,,,0,0,0,1,0
1063,2025,600,0,0,,,,0,0,0,1,0
1063,2025,700,0,0,,,,0,1,0,1,0
1064,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1064,2025,200,0,0,,,,1,1,1,1,1
1064,2025,300,0,0,,,,0,0,0,1,0
1064,2025,400,0,0,,,,0,0,1,1,0
1064,2025,500,0,0,,,,0,0,0,0,0
1064,2025,600,0,0,,,,0,0,0,1,0
1064,2025,700,0,0,,,,0,0,0,0,0
1065,2025,100,0,0,,,,0,1,1,1,0
1065,2025,200,0,0,,,,1,1,1,1,1
1065,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1065,2025,400,0,0,,,,0,0,0,1,0
1065,2025,500,0,0,,,,0,0,0,1,0
1065,2025,600,0,0,,,,0,0,0,1,0
1065,2025,700,0,0,,,,0,1,1,1,0
1066,2025,100,0,0,,,,0,1,1,1,0
1066,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1066,2025,300,0,0,,,,1,1,1,1,1
1066,2025,400,0,0,,,,0,0,1,1,0
1066,2025,500,0,0,,,,0,0,0,1,0
1066,2025,600,0,0,,,,0,0,0,1,0
1066,2025,700,0,0,,,,1,1,0,1,0
1067,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1067,2025,200,0,0,,,,1,1,1,1,1
1067,2025,300,0,0,,,,0,1,1,1,0
1067,2025,400,0,0,,,,0,0,1,1,0
1067,2025,500,0,0,,,,0,0,0,0,0
1067,2025,600,0,0,,,,0,0,0,1,0
1067,2025,700,0,0,,,,0,1,0,1,0
1068,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1068,2025,200,0,0,,,,0,1,1,1,0
1068,2025,300,0,0,,,,0,1,0,1,0
1068,2025,400,0,0,,,,0,0,1,1,0
1068,2025,500,0,0,,,,0,0,0,0,0
1068,2025,600,0,0,,,,0,1,0,1,0
1068,2025,700,0,0,,,,0,0,0,1,0
1069,2025,100,0,0,,,,0,1,0,1,0
1069,2025,200,0,0,,,,1,1,1,1,1
1069,2025,300,0,0,,,,0,0,0,1,0
1069,2025,400,1,1,,,No Previous Data,1,1,1,1,1
1069,2025,500,0,0,,,,0,0,0,1,0
1069,2025,600,0,0,,,,0,0,0,0,0
1069,2025,700,0,0,,,,0,0,0,0,0
1070,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1070,2025,200,0,0,,,,0,0,1,1,0
1070,2025,300,0,0,,,,1,1,1,1,1
1070,2025,400,0,0,,,,0,0,1,1,0
1070,2025,500,0,0,,,,0,0,0,1,0
1070,2025,600,0,0,,,,1,1,0,1,0
1070,2025,700,0,0,,,,0,0,0,1,0
1071,2025,100,0,1,,,No Previous Data,1,1,1,1,1
1071,2025,200,0,0,,,,1,1,1,1,1
1071,2025,300,0,0,,,,0,0,1,1,0
1071,2025,400,0,0,,,,0,0,0,1,0
1071,2025,500,0,0,,,,0,0,0,1,0
1071,2025,600,0,0,,,,0,0,0,1,0
1071,2025,700,0,0,,,,0,1,0,1,0
1072,2025,100,0,0,,,,1,1,1,1,1
1072,2025,200,1,1,600.0,Dr. Thanh,Switched,1,1,1,1,1
1072,2025,300,0,0,,,,0,1,1,1,0
1072,2025,400,0,0,,,,0,0,1,1,0
1072,2025,500,0,0,,,,0,0,0,0,0
1072,2025,600,0,0,,,,0,0,0,1,0
1072,2025,700,0,0,,,,1,1,0,1,0
1073,2025,100,0,0,,,,0,1,1,1,0
1073,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1073,2025,300,0,0,,,,1,1,1,1,1
1073,2025,400,0,0,,,,0,0,1,1,0
1073,2025,500,0,0,,,,0,0,0,0,0
1073,2025,600,0,0,,,,0,0,0,1,0
1073,2025,700,0,0,,,,0,1,0,1,0
1074,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1074,2025,200,0,0,,,,1,1,1,1,1
1074,2025,300,0,0,,,,1,0,0,1,0
1074,2025,400,0,0,,,,0,0,0,1,0
1074,2025,500,0,0,,,,0,0,0,1,0
1074,2025,600,0,0,,,,0,0,0,1,0
1074,2025,700,0,0,,,,0,0,0,1,0
1075,2025,100,0,0,,,,0,1,1,1,0
1075,2025,200,1,1,400.0,Cozy,Switched,1,1,1,1,1
1075,2025,300,0,0,,,,0,1,1,1,0
1075,2025,400,0,0,,,,0,0,0,1,0
1075,2025,500,0,0,,,,0,0,0,0,0
1075,2025,600,0,0,,,,0,0,0,1,0
1075,2025,700,0,0,,,,1,1,1,1,1
1076,2025,100,0,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
1076,2025,200,1,0,,,,1,0,1,1,0
1076,2025,300,0,0,,,,0,0,1,1,0
1076,2025,400,0,0,,,,0,0,1,1,0
1076,2025,500,0,0,,,,0,0,0,1,0
1076,2025,600,0,0,,,,0,0,0,1,0
1076,2025,700,0,0,,,,0,0,0,1,0
1077,2025,100,0,0,,,,1,1,1,1,1
1077,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1077,2025,300,0,0,,,,0,0,0,1,0
1077,2025,400,0,0,,,,1,1,1,1,1
1077,2025,500,0,0,,,,0,0,0,0,0
1077,2025,600,0,0,,,,0,0,0,0,0
1077,2025,700,0,0,,,,0,0,0,1,0
1078,2025,100,0,0,,,,0,0,1,1,0
1078,2025,200,0,0,,,,0,0,1,1,0
1078,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1078,2025,400,0,0,,,,0,0,1,1,0
1078,2025,500,0,0,,,,0,0,0,1,0
1078,2025,600,0,0,,,,0,0,0,1,0
1078,2025,700,0,0,,,,0,0,0,1,0
1079,2025,100,0,0,,,,1,0,1,1,0
1079,2025,200,0,0,,,,1,0,1,1,0
1079,2025,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
1079,2025,400,0,0,,,,0,0,1,1,0
1079,2025,500,0,0,,,,0,1,0,1,0
1079,2025,600,0,0,,,,0,0,0,1,0
1079,2025,700,0,0,,,,0,1,0,1,0
1080,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1080,2025,200,0,0,,,,1,1,1,1,1
1080,2025,300,0,0,,,,0,0,0,1,0
1080,2025,400,0,0,,,,0,0,1,1,0
1080,2025,500,0,0,,,,0,0,0,1,0
1080,2025,600,0,0,,,,0,0,0,1,0
1080,2025,700,0,0,,,,0,1,0,1,0
1081,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1081,2025,200,0,0,,,,1,1,1,1,0
1081,2025,300,0,0,,,,0,0,0,1,0
1081,2025,400,0,0,,,,0,0,0,1,0
1081,2025,500,0,0,,,,0,0,0,0,0
1081,2025,600,0,0,,,,0,0,0,0,0
1081,2025,700,0,0,,,,0,0,0,0,0
1082,2025,100,0,0,,,,0,1,1,1,0
1082,2025,200,0,0,,,,0,0,0,1,0
1082,2025,300,1,1,100.0,C2,Switched,1,1,1,1,1
1082,2025,400,0,0,,,,0,0,0,1,0
1082,2025,500,0,0,,,,0,0,0,1,0
1082,2025,600,0,0,,,,0,0,0,1,0
1082,2025,700,0,0,,,,0,0,0,1,0
1083,2025,100,0,0,,,,1,1,1,1,1
1083,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1083,2025,300,0,0,,,,1,1,1,1,1
1083,2025,400,0,0,,,,0,0,0,1,0
1083,2025,500,0,0,,,,0,0,0,1,0
1083,2025,600,0,0,,,,0,0,0,1,0
1083,2025,700,0,0,,,,0,0,0,1,0
1084,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
1084,2025,200,0,0,,,,1,1,1,1,0
1084,2025,300,0,0,,,,1,1,1,1,0
1084,2025,400,0,0,,,,0,0,0,1,0
1084,2025,500,0,0,,,,0,0,0,1,0
1084,2025,600,0,0,,,,0,0,0,0,0
1084,2025,700,0,0,,,,0,1,0,1,0
1085,2025,100,0,0,,,,0,0,1,1,0
1085,2025,200,0,0,,,,0,0,1,1,0
1085,2025,300,0,0,,,,0,1,0,1,0
1085,2025,400,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
1085,2025,500,0,0,,,,0,0,0,0,0
1085,2025,600,0,0,,,,0,0,0,1,0
1085,2025,700,0,0,,,,0,0,0,1,0
1086,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1086,2025,200,0,0,,,,1,1,1,1,1
1086,2025,300,0,0,,,,0,0,0,1,0
1086,2025,400,0,0,,,,0,0,0,1,0
1086,2025,500,0,0,,,,0,0,0,0,0
1086,2025,600,0,0,,,,1,0,0,1,0
1086,2025,700,0,0,,,,0,0,0,1,0
1087,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1087,2025,200,0,0,,,,1,0,1,1,0
1087,2025,300,0,0,,,,0,0,0,1,0
1087,2025,400,0,0,,,,1,1,1,1,1
1087,2025,500,0,0,,,,0,0,0,0,0
1087,2025,600,0,0,,,,1,0,0,1,0
1087,2025,700,0,0,,,,0,1,0,1,0
1088,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1088,2025,200,0,0,,,,1,1,1,1,1
1088,2025,300,0,0,,,,0,0,0,1,0
1088,2025,400,0,0,,,,0,0,0,1,0
1088,2025,500,0,0,,,,0,0,0,0,0
1088,2025,600,0,0,,,,0,0,0,1,0
1088,2025,700,0,0,,,,0,0,0,1,0
1089,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1089,2025,200,0,0,,,,1,0,1,1,0
1089,2025,300,0,0,,,,0,0,0,1,0
1089,2025,400,0,0,,,,1,1,1,1,1
1089,2025,500,0,0,,,,0,0,0,0,0
1089,2025,600,0,0,,,,0,0,0,1,0
1089,2025,700,0,0,,,,0,0,0,1,0
1090,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1090,2025,200,0,0,,,,1,1,1,1,0
1090,2025,300,0,0,,,,0,0,0,1,0
1090,2025,400,0,0,,,,0,0,0,1,0
1090,2025,500,0,0,,,,0,0,0,0,0
1090,2025,600,0,0,,,,0,0,1,1,0
1090,2025,700,0,0,,,,0,0,0,1,0
1091,2025,100,0,0,,,,1,1,1,1,1
1091,2025,200,0,0,,,,0,1,0,1,0
1091,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1091,2025,400,0,0,,,,0,0,0,1,0
1091,2025,500,0,0,,,,0,0,0,0,0
1091,2025,600,0,0,,,,1,0,1,1,0
1091,2025,700,0,0,,,,0,0,0,1,0
1092,2025,100,0,0,,,,1,0,1,1,0
1092,2025,200,0,0,,,,1,0,1,1,0
1092,2025,300,0,0,,,,1,1,1,1,1
1092,2025,400,0,0,,,,0,0,0,1,0
1092,2025,500,0,0,,,,0,0,0,1,0
1092,2025,600,0,0,,,,0,0,0,1,0
1092,2025,700,0,1,300.0,Không Độ,Switched,1,1,0,1,0
1093,2025,100,0,1,300.0,Không Độ,Switched,1,1,1,1,1
1093,2025,200,0,0,,,,0,1,1,1,0
1093,2025,300,1,0,,,,1,1,1,1,1
1093,2025,400,0,0,,,,0,0,0,1,0
1093,2025,500,0,0,,,,0,0,0,0,0
1093,2025,600,0,0,,,,0,0,0,1,0
1093,2025,700,0,0,,,,0,0,0,1,0
1094,2025,100,0,0,,,,0,1,1,1,0
1094,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1094,2025,300,0,0,,,,1,1,1,1,1
1094,2025,400,0,0,,,,0,0,0,1,0
1094,2025,500,0,0,,,,0,0,0,0,0
1094,2025,600,0,0,,,,0,0,0,1,0
1094,2025,700,0,0,,,,0,1,0,1,0
1095,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1095,2025,200,0,0,,,,1,1,1,1,1
1095,2025,300,0,0,,,,0,1,0,1,0
1095,2025,400,0,0,,,,0,0,0,1,0
1095,2025,500,0,0,,,,0,0,0,0,0
1095,2025,600,0,0,,,,0,0,0,1,0
1095,2025,700,0,0,,,,1,1,1,1,0
1096,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1096,2025,200,0,0,,,,1,1,1,1,1
1096,2025,300,0,0,,,,0,0,0,1,0
1096,2025,400,0,0,,,,0,0,0,1,0
1096,2025,500,0,0,,,,1,0,1,1,0
1096,2025,600,0,0,,,,0,0,0,0,0
1096,2025,700,0,0,,,,0,0,0,0,0
1097,2025,100,0,0,,,,1,1,1,1,1
1097,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1097,2025,300,0,0,,,,1,0,1,1,0
1097,2025,400,0,0,,,,0,0,0,1,0
1097,2025,500,0,0,,,,0,0,0,1,0
1097,2025,600,0,0,,,,0,0,0,1,0
1097,2025,700,0,0,,,,0,0,0,1,0
1098,2025,100,0,0,,,,1,1,1,1,1
1098,2025,200,1,1,700.0,Khác,Switched,1,1,1,1,1
1098,2025,300,0,0,,,,0,1,1,1,0
1098,2025,400,0,0,,,,0,0,0,1,0
1098,2025,500,0,0,,,,0,0,0,1,0
1098,2025,600,0,0,,,,0,0,0,1,0
1098,2025,700,0,0,,,,0,1,0,1,0
1099,2025,100,0,0,,,,1,1,1,1,1
1099,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1099,2025,300,0,0,,,,0,0,0,1,0
1099,2025,400,0,0,,,,1,0,0,1,0
1099,2025,500,0,0,,,,0,0,0,0,0
1099,2025,600,0,0,,,,0,0,0,0,0
1099,2025,700,0,0,,,,0,0,0,0,0
1100,2025,100,0,0,,,,0,0,1,1,0
1100,2025,200,0,0,,,,0,0,1,1,0
1100,2025,300,0,0,,,,0,0,0,1,0
1100,2025,400,0,0,,,,0,0,0,1,0
1100,2025,500,0,0,,,,0,0,0,0,0
1100,2025,600,0,0,,,,0,0,0,0,0
1100,2025,700,1,1,,,No Previous Data,1,1,1,1,1
1101,2025,100,0,0,,,,0,1,1,1,0
1101,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1101,2025,300,0,0,,,,0,1,0,1,0
1101,2025,400,0,0,,,,0,0,1,1,0
1101,2025,500,0,0,,,,0,0,0,0,0
1101,2025,600,0,0,,,,0,1,0,1,0
1101,2025,700,0,0,,,,0,0,0,1,0
1102,2025,100,0,0,,,,1,1,1,1,1
1102,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1102,2025,300,0,0,,,,0,0,0,1,0
1102,2025,400,0,0,,,,1,1,1,1,1
1102,2025,500,0,0,,,,0,0,0,0,0
1102,2025,600,0,0,,,,0,0,0,1,0
1102,2025,700,0,0,,,,0,0,0,0,0
1103,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1103,2025,200,0,0,,,,1,1,1,1,1
1103,2025,300,0,0,,,,0,0,0,1,0
1103,2025,400,0,0,,,,0,0,0,1,0
1103,2025,500,0,0,,,,0,0,0,1,0
1103,2025,600,0,0,,,,1,0,0,1,0
1103,2025,700,0,0,,,,0,0,0,1,0
1104,2025,100,1,1,300.0,Không Độ,Switched,1,1,1,1,1
1104,2025,200,0,0,,,,0,0,1,1,0
1104,2025,300,0,0,,,,1,1,1,1,0
1104,2025,400,0,0,,,,0,0,0,1,0
1104,2025,500,0,0,,,,0,0,0,0,0
1104,2025,600,0,0,,,,0,0,0,1,0
1104,2025,700,0,0,,,,0,0,0,0,0
1105,2025,100,0,0,,,,0,0,1,1,0
1105,2025,200,0,0,,,,0,0,1,1,0
1105,2025,300,0,0,,,,0,0,1,1,0
1105,2025,400,1,1,,,No Previous Data,1,1,1,1,1
1105,2025,500,0,0,,,,0,0,0,1,0
1105,2025,600,0,0,,,,0,0,0,1,0
1105,2025,700,0,0,,,,0,0,0,1,0
1106,2025,100,0,0,,,,1,1,1,1,1
1106,2025,200,0,0,,,,0,0,0,1,0
1106,2025,300,0,0,,,,0,0,0,1,0
1106,2025,400,1,1,,,No Previous Data,1,1,1,1,1
1106,2025,500,0,0,,,,0,0,0,0,0
1106,2025,600,0,0,,,,0,0,0,0,0
1106,2025,700,0,0,,,,1,1,1,1,0
1107,2025,100,1,1,400.0,Cozy,Switched,1,1,1,1,1
1107,2025,200,0,0,,,,0,1,1,1,0
1107,2025,300,0,0,,,,1,1,1,1,1
1107,2025,400,0,0,,,,0,0,0,1,0
1107,2025,500,0,0,,,,0,0,0,0,0
1107,2025,600,0,0,,,,0,0,0,1,0
1107,2025,700,0,0,,,,0,1,0,1,0
1108,2025,100,0,0,,,,0,0,1,1,0
1108,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1108,2025,300,0,0,,,,0,0,1,1,0
1108,2025,400,0,0,,,,0,0,1,1,0
1108,2025,500,0,0,,,,0,0,0,1,0
1108,2025,600,0,0,,,,0,0,0,0,0
1108,2025,700,0,0,,,,0,0,0,0,0
1109,2025,100,1,1,400.0,Cozy,Switched,1,1,1,1,1
1109,2025,200,0,0,,,,0,0,0,1,0
1109,2025,300,0,0,,,,0,0,0,1,0
1109,2025,400,0,0,,,,1,1,1,1,1
1109,2025,500,0,0,,,,1,0,0,1,0
1109,2025,600,0,0,,,,0,0,0,1,0
1109,2025,700,0,0,,,,0,0,0,0,0
1110,2025,100,0,0,,,,0,0,1,1,0
1110,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1110,2025,300,0,0,,,,0,0,1,1,0
1110,2025,400,0,0,,,,0,0,1,1,0
1110,2025,500,0,0,,,,0,0,0,0,0
1110,2025,600,0,0,,,,0,0,0,1,0
1110,2025,700,0,0,,,,0,0,0,1,0
1111,2025,100,0,0,,,,1,1,1,1,1
1111,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1111,2025,300,0,0,,,,0,1,1,1,0
1111,2025,400,0,0,,,,1,0,0,1,0
1111,2025,500,0,0,,,,0,0,0,0,0
1111,2025,600,0,0,,,,0,0,0,0,0
1111,2025,700,0,0,,,,0,0,0,1,0
1112,2025,100,0,0,,,,0,1,1,1,0
1112,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
1112,2025,300,0,0,,,,0,1,1,1,0
1112,2025,400,0,0,,,,0,0,0,1,0
1112,2025,500,0,0,,,,0,0,0,1,0
1112,2025,600,0,0,,,,0,0,0,1,0
1112,2025,700,0,0,,,,0,0,0,1,0
1113,2025,100,0,0,,,,1,1,1,1,1
1113,2025,200,0,0,,,,0,0,0,1,0
1113,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1113,2025,400,0,0,,,,0,0,0,0,0
1113,2025,500,0,0,,,,0,0,0,0,0
1113,2025,600,0,0,,,,0,0,0,1,0
1113,2025,700,0,0,,,,0,0,0,0,0
1114,2025,100,0,0,,,,1,1,1,1,1
1114,2025,200,0,0,,,,0,0,0,0,0
1114,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1114,2025,400,0,0,,,,0,0,0,0,0
1114,2025,500,0,0,,,,0,0,0,0,0
1114,2025,600,0,0,,,,0,0,0,1,0
1114,2025,700,0,0,,,,0,0,0,1,0
1115,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1115,2025,200,0,0,,,,0,0,0,1,0
1115,2025,300,0,0,,,,0,0,0,1,0
1115,2025,400,0,0,,,,1,1,1,1,1
1115,2025,500,0,0,,,,0,0,0,0,0
1115,2025,600,0,0,,,,0,0,0,1,0
1115,2025,700,0,0,,,,0,0,0,0,0
1116,2025,100,0,0,,,,0,1,1,1,0
1116,2025,200,0,0,,,,0,1,1,1,0
1116,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1116,2025,400,0,0,,,,0,1,0,1,0
1116,2025,500,0,0,,,,0,0,0,0,0
1116,2025,600,0,0,,,,0,1,0,1,0
1116,2025,700,0,0,,,,0,1,0,1,0
1117,2025,100,0,0,,,,1,1,1,1,1
1117,2025,200,0,0,,,,0,0,1,1,0
1117,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1117,2025,400,0,0,,,,0,0,0,1,0
1117,2025,500,0,0,,,,0,0,0,0,0
1117,2025,600,0,0,,,,0,0,0,1,0
1117,2025,700,0,0,,,,0,0,0,0,0
1118,2025,100,0,0,,,,1,1,1,1,1
1118,2025,200,0,0,,,,0,0,0,1,0
1118,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1118,2025,400,0,0,,,,0,0,0,1,0
1118,2025,500,0,0,,,,0,0,0,0,0
1118,2025,600,0,0,,,,0,0,0,1,0
1118,2025,700,0,0,,,,0,0,0,0,0
1119,2025,100,0,0,,,,0,0,1,1,0
1119,2025,200,0,0,,,,0,0,1,1,0
1119,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1119,2025,400,0,0,,,,0,0,1,1,0
1119,2025,500,0,0,,,,0,0,0,1,0
1119,2025,600,0,0,,,,0,0,0,1,0
1119,2025,700,0,0,,,,0,0,1,1,0
1120,2025,100,0,0,,,,0,0,1,1,0
1120,2025,200,1,1,,,No Previous Data,1,1,1,1,1
1120,2025,300,0,0,,,,0,0,1,1,0
1120,2025,400,0,0,,,,0,0,1,1,0
1120,2025,500,0,0,,,,0,0,1,1,0
1120,2025,600,0,0,,,,0,0,0,1,0
1120,2025,700,0,0,,,,0,0,0,0,0
1121,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1121,2025,200,0,0,,,,0,0,1,1,0
1121,2025,300,0,0,,,,0,0,1,1,0
1121,2025,400,0,0,,,,0,0,1,1,0
1121,2025,500,0,0,,,,0,0,0,0,0
1121,2025,600,0,0,,,,0,0,0,1,0
1121,2025,700,0,0,,,,0,0,1,1,0
1122,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1122,2025,200,0,0,,,,0,1,1,1,0
1122,2025,300,0,0,,,,0,0,1,1,0
1122,2025,400,0,0,,,,0,0,0,1,0
1122,2025,500,0,0,,,,0,0,0,0,0
1122,2025,600,0,0,,,,0,0,0,1,0
1122,2025,700,0,0,,,,0,0,0,1,0
1123,2025,100,0,1,,,No Previous Data,1,1,1,1,1
1123,2025,200,1,0,,,,1,0,1,1,0
1123,2025,300,0,0,,,,0,0,1,1,0
1123,2025,400,0,0,,,,0,0,1,1,0
1123,2025,500,0,0,,,,0,0,0,1,0
1123,2025,600,0,0,,,,0,0,0,1,0
1123,2025,700,0,0,,,,0,0,0,1,0
1124,2025,100,0,0,,,,0,0,0,0,0
1124,2025,200,0,0,,,,0,1,0,1,0
1124,2025,300,1,1,400.0,Cozy,Switched,1,1,1,1,1
1124,2025,400,0,0,,,,1,1,0,1,1
1124,2025,500,0,0,,,,0,0,0,0,0
1124,2025,600,0,0,,,,0,0,0,0,0
1124,2025,700,0,0,,,,0,0,0,0,0
1125,2025,100,0,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
1125,2025,200,0,0,,,,1,1,0,1,1
1125,2025,300,1,0,,,,1,0,1,1,0
1125,2025,400,0,0,,,,0,0,1,1,0
1125,2025,500,0,0,,,,0,1,0,1,0
1125,2025,600,0,0,,,,0,1,0,1,0
1125,2025,700,0,0,,,,0,1,0,1,0
1126,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1126,2025,200,0,0,,,,1,1,1,1,1
1126,2025,300,0,0,,,,0,0,0,1,0
1126,2025,400,0,0,,,,0,0,0,1,0
1126,2025,500,0,0,,,,0,0,0,1,0
1126,2025,600,0,0,,,,0,0,0,1,0
1126,2025,700,0,0,,,,0,0,0,1,0
1127,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1127,2025,200,0,0,,,,1,0,1,1,0
1127,2025,300,0,0,,,,1,1,1,1,1
1127,2025,400,0,0,,,,0,0,1,1,0
1127,2025,500,0,0,,,,0,0,0,1,0
1127,2025,600,0,0,,,,0,0,0,1,0
1127,2025,700,0,0,,,,0,0,0,1,0
1128,2025,100,0,0,,,,1,0,1,1,0
1128,2025,200,0,0,,,,0,1,0,1,0
1128,2025,300,0,0,,,,1,1,1,1,0
1128,2025,400,1,1,100.0,C2,Switched,1,1,1,1,1
1128,2025,500,0,0,,,,0,0,0,1,0
1128,2025,600,0,0,,,,0,0,0,1,0
1128,2025,700,0,0,,,,0,1,0,1,0
1129,2025,100,1,1,600.0,Dr. Thanh,Switched,1,1,1,1,1
1129,2025,200,0,0,,,,1,1,1,1,0
1129,2025,300,0,0,,,,0,1,0,1,0
1129,2025,400,0,0,,,,0,0,1,1,0
1129,2025,500,0,0,,,,0,0,0,1,0
1129,2025,600,0,0,,,,0,0,0,1,0
1129,2025,700,0,0,,,,1,1,1,1,1
1130,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
1130,2025,200,0,0,,,,1,1,1,1,1
1130,2025,300,0,0,,,,0,0,1,1,0
1130,2025,400,0,0,,,,0,0,1,1,0
1130,2025,500,0,0,,,,0,0,0,0,0
1130,2025,600,0,0,,,,0,0,0,1,0
1130,2025,700,0,0,,,,0,1,0,1,0
1131,2025,100,0,1,,,No Previous Data,1,1,1,1,1
1131,2025,200,1,0,,,,1,1,1,1,0
1131,2025,300,0,0,,,,0,0,0,1,0
1131,2025,400,0,0,,,,1,0,0,1,0
1131,2025,500,0,0,,,,0,0,0,1,0
1131,2025,600,0,0,,,,0,0,0,1,0
1131,2025,700,0,0,,,,1,0,0,1,0
1132,2025,100,1,1,,,No Previous Data,1,1,1,1,1
1132,2025,200,0,0,,,,0,0,0,1,0
1132,2025,300,0,0,,,,0,0,0,1,0
1132,2025,400,0,0,,,,0,0,0,1,0
1132,2025,500,0,0,,,,0,0,0,0,0
1132,2025,600,0,0,,,,0,0,0,1,0
1132,2025,700,0,0,,,,0,0,1,1,0
1133,2025,100,0,0,,,,1,1,1,1,1
1133,2025,200,0,0,,,,1,1,1,1,1
1133,2025,300,1,1,,,No Previous Data,1,1,1,1,1
1133,2025,400,0,0,,,,0,0,0,1,0
1133,2025,500,0,0,,,,0,0,0,1,0
1133,2025,600,0,0,,,,0,0,0,1,0
1133,2025,700,0,0,,,,0,0,0,1,0
1134,2025,100,0,0,,,,1,0,1,1,0
1134,2025,200,0,0,,,,1,0,1,1,0
1134,2025,300,0,0,,,,1,1,0,1,1
1134,2025,400,0,0,,,,0,0,0,1,0
1134,2025,500,0,0,,,,0,0,0,1,0
1134,2025,600,0,0,,,,0,0,0,1,0
1134,2025,700,1,1,,,No Previous Data,1,1,1,1,0
1135,2025,100,0,0,,,,1,1,1,1,1
1135,2025,200,0,0,,,,0,0,1,1,0
1135,2025,300,0,0,,,,0,0,1,1,0
1135,2025,400,0,0,,,,0,0,1,1,0
1135,2025,500,0,0,,,,0,1,0,1,0
1135,2025,600,0,0,,,,0,0,0,1,0
